-0.39462727, 0.39887255;-0.3935, 0.3985
-0.39872012, 0.19648361;-0.3996, 0.1951
0.2006966, -0.20612828;0.2008, -0.2059
0.40102705, 0.098694034;0.4008, 0.0975
0.1964863, 0.30197188;0.1967, 0.303
-0.09477763, -0.09839854;-0.097, -0.1002
0.10435766, -0.30157924;0.1049, -0.3017
-0.30072597, -0.3050342;-0.3006, -0.3051
-0.3981779, 0.20178457;-0.3988, 0.2008
-0.4019503, 0.2007018;-0.4022, 0.1993
-0.39808655, 0.39658403;-0.3971, 0.3969
0.0020242806, -0.003945344;0.001, -0.002
-0.0040287795, 2.5088922E-4;-0.0049, 0.0025
-0.2459358, 0.2535697;-0.2478, 0.2521
-0.40176767, 0.2040607;-0.4021, 0.2029
-0.0977317, -0.10526786;-0.0997, -0.1072
-0.4024922, 0.20203173;-0.4028, 0.2008
0.39715052, 0.09772384;0.397, 0.097
-0.25092265, 0.24781826;-0.2516, 0.2464
-0.10193986, -0.100097574;-0.1041, -0.1016
0.2042188, -0.19530825;0.2051, -0.1956
-0.39725348, 0.19809194;-0.3987, 0.1968
0.19797356, 0.3037855;0.1983, 0.3046
-0.09298454, -0.09909675;-0.0953, -0.1006
-0.4026304, 0.19526081;-0.4025, 0.1941
0.1994007, 0.3023049;0.1996, 0.3033
-0.3951916, 0.19705386;-0.3964, 0.1959
0.20499265, -0.19931401;0.2053, -0.1994
-0.25011688, 0.25141466;-0.2509, 0.2498
0.19774465, 0.2987083;0.1981, 0.2997
0.19501112, 0.30614987;0.1952, 0.307
-0.25194052, 0.24769618;-0.2524, 0.2461
-0.09820097, -0.10545308;-0.1, -0.1074
-0.098463684, -0.098673455;-0.1004, -0.1003
-0.39764756, 0.40228498;-0.3968, 0.4018
-4.9966783E-4, 0.0010057727;-0.0015, 0.0033
-0.2508876, 0.24540979;-0.2514, 0.2437
0.19913054, -0.1987433;0.2002, -0.1992
0.40557766, 0.1037475;0.4055, 0.1033
-0.09740082, -0.10542063;-0.0996, -0.1074
0.3986774, 0.10209659;0.3983, 0.1015
-0.40050703, 0.20178504;-0.4009, 0.2006
-0.29605138, -0.29964915;-0.2955, -0.3005
-0.24993727, 0.24335477;-0.2508, 0.2421
0.39705825, 0.097617626;0.397, 0.0968
-0.3991291, 0.20337747;-0.3997, 0.2023
0.10120748, -0.3061408;0.1022, -0.3061
-0.09385161, -0.09831399;-0.0963, -0.1
-0.10429702, -0.10007581;-0.1062, -0.1017
-0.24867389, 0.24808371;-0.25, 0.2467
-0.2992622, -0.30648306;-0.2993, -0.3063
-0.0012798376, -0.001346492;-0.0025, 4.0E-4
-0.095904894, -0.10378002;-0.0977, -0.1057
0.09835472, -0.29682395;0.0983, -0.2962
-0.40129545, 0.20527089;-0.4017, 0.2037
-0.30132508, -0.30243057;-0.3011, -0.3025
0.40022418, 0.10004459;0.3995, 0.0994
0.4008692, 0.103828155;0.4006, 0.1036
-0.099447496, -0.09641962;-0.1015, -0.0977
0.10899122, -0.3015957;0.1097, -0.3017
-0.40299842, 0.4012715;-0.4009, 0.401
0.39876068, 0.09632228;0.3988, 0.0956
-0.24252151, 0.25130868;-0.2437, 0.2493
0.19851497, -0.19993566;0.1998, -0.2003
-0.25055373, 0.25811273;-0.2519, 0.2573
-0.29639798, -0.30381045;-0.2958, -0.3035
0.09986214, -0.29704046;0.0999, -0.2963
-0.10049692, -0.10182254;-0.1024, -0.1038
-0.39995307, 0.19422407;-0.4006, 0.1933
0.09971533, -0.30263084;0.1, -0.3027
0.20130534, 0.30499727;0.2013, 0.3055
-0.09989457, -0.09751602;-0.1017, -0.099
-2.5635993E-5, 0.0010151997;-0.0011, 0.0031
0.09316313, -0.3083011;0.0929, -0.3082
0.19962233, 0.29550284;0.1995, 0.297
0.20467238, 0.29147243;0.2048, 0.2927
0.103570856, -0.29729027;0.1039, -0.2967
-0.10644542, -0.10469708;-0.1086, -0.107
-0.10341003, -0.09915528;-0.1053, -0.1012
0.1972149, 0.30606177;0.1972, 0.307
-0.39684597, 0.39292693;-0.3959, 0.3934
0.20356409, -0.20217517;0.2042, -0.2018
0.20381995, 0.29753968;0.2038, 0.2987
-0.100779794, -0.0978623;-0.1025, -0.0995
0.20176862, -0.19252688;0.2026, -0.1929
0.19886692, -0.20288016;0.1993, -0.203
0.19967328, -0.19858056;0.2005, -0.1992
0.40386155, 0.09794885;0.404, 0.0971
-0.3992172, 0.204572;-0.3997, 0.2033
0.0044452385, 0.0031455613;0.0034, 0.0053
-0.24762815, 0.25537515;-0.2493, 0.2539
0.19555147, -0.20114936;0.1971, -0.2023
-0.29087487, -0.30120057;-0.2913, -0.3013
0.10415859, -0.29912108;0.1045, -0.2987
-0.40393072, 0.40031517;-0.4015, 0.4003
0.20097755, -0.20219377;0.2017, -0.2019
-0.40250936, 0.20033747;-0.4027, 0.199
-0.3018916, -0.29946995;-0.3014, -0.3
-0.09828047, -0.09693388;-0.1004, -0.0985
0.19806983, 0.3052504;0.1984, 0.306
-0.3997796, 0.19747368;-0.4006, 0.1959
-0.2497246, 0.2512339;-0.2506, 0.2497
0.397961, 0.102256015;0.3977, 0.1018
0.19868627, 0.30954966;0.1989, 0.3103
1.4532874E-4, -4.8863987E-4;-0.001, 0.0017
0.19928615, -0.19604653;0.2004, -0.1968
-0.3941876, 0.20304514;-0.3952, 0.2019
0.2005763, -0.20600924;0.2008, -0.2058
-0.40074039, 0.19619855;-0.4011, 0.1949
-0.09535982, -0.09454854;-0.0972, -0.0965
0.40005767, 0.102341294;0.3998, 0.102
-0.001827414, -8.8308164E-4;-0.0027, 0.001
0.09699006, -0.29968643;0.0968, -0.2996
0.0023129745, -0.0050728396;0.0013, -0.0029
0.0039784554, 6.6020834E-4;0.003, 0.0027
0.4060732, 0.09180994;0.4052, 0.0911
0.097706966, -0.30309454;0.0976, -0.3026
-0.39748484, 0.19833188;-0.3988, 0.1971
0.39902118, 0.09581226;0.3992, 0.0952
0.19843984, 0.2949994;0.1985, 0.2965
-0.40180954, 0.39591837;-0.3999, 0.3964
-0.004536365, 0.004317292;-0.0059, 0.0072
-0.24376771, 0.2518338;-0.2451, 0.2501
6.0972694E-4, 4.1107967E-4;-5.0E-4, 0.0024
-0.39678448, 0.40855092;-0.3963, 0.4057
-0.3044843, -0.30247363;-0.3051, -0.3032
0.19802406, -0.19659519;0.1995, -0.1972
0.19235505, 0.3002591;0.1929, 0.3018
-0.2983421, -0.30200833;-0.2975, -0.3021
-0.40546167, 0.39335817;-0.4024, 0.3938
0.1042438, -0.29960024;0.1046, -0.2992
0.2018212, 0.29731873;0.2019, 0.2986
0.20453763, -0.1915659;0.2054, -0.192
-0.40540433, 0.19324845;-0.4044, 0.1927
-0.40184423, 0.4001183;-0.4, 0.3999
-0.397193, 0.19772643;-0.3987, 0.1963
-0.09610632, -0.09678863;-0.098, -0.0986
0.09819031, -0.29510784;0.0981, -0.2941
0.09462871, -0.30587292;0.0944, -0.3056
6.8574626E-4, 0.0021499514;-6.0E-4, 0.0042
0.20238906, -0.19811948;0.2032, -0.1986
0.40492555, 0.10211181;0.405, 0.1015
0.20122726, 0.30487564;0.2013, 0.3054
0.1947951, 0.2981188;0.1957, 0.299
0.10395831, -0.30405197;0.1046, -0.3047
-0.4021282, 0.40621772;-0.4004, 0.4044
-0.3020142, -0.301574;-0.3018, -0.302
0.19367577, 0.2945304;0.1945, 0.2955
0.19943178, -0.20175622;0.2001, -0.2016
-0.25400996, 0.24537121;-0.2544, 0.2438
-0.25373325, 0.2542955;-0.2549, 0.2536
0.09858664, -0.30097094;0.0985, -0.3011
-0.24928278, 0.25297692;-0.2501, 0.2515
0.20048146, -0.19429128;0.2017, -0.1948
0.10124621, -0.29637325;0.1015, -0.2955
-0.10286668, -0.100521825;-0.1049, -0.102
0.205008, 0.30105788;0.2051, 0.3021
-0.2459202, 0.24703881;-0.2472, 0.2456
0.40314293, 0.103404105;0.4028, 0.1031
-0.396601, 0.39922008;-0.3958, 0.3994
-0.30380312, -0.29855978;-0.3039, -0.2991
0.19609441, -0.20239341;0.1972, -0.2029
0.20277515, 0.30198753;0.203, 0.303
0.19922751, 0.29989073;0.1994, 0.3006
-0.0024666404, -0.008213074;-0.0036, -0.0056
-0.3970496, 0.20199953;-0.3978, 0.201
0.19701101, 0.30416104;0.1969, 0.305
-0.096233964, -0.102279484;-0.0983, -0.1039
-0.3014751, -0.29133257;-0.3012, -0.292
-0.40029585, 0.40051854;-0.3989, 0.4003
-0.24936342, 0.2558894;-0.2508, 0.2549
2.7530544E-4, 0.0023943342;-9.0E-4, 0.0044
-0.39807224, 0.40045434;-0.3971, 0.4004
-0.107657015, -0.10226075;-0.1097, -0.1038
-0.29375324, -0.29763627;-0.2935, -0.299
0.39824992, 0.10034935;0.398, 0.0998
0.19869074, 0.29776034;0.1989, 0.2985
-0.29487488, -0.30032012;-0.2944, -0.3008
0.19992942, 0.29954255;0.1998, 0.3002
0.1039161, -0.3035961;0.1046, -0.3042
0.102625296, -0.30593917;0.1031, -0.3061
0.40199837, 0.09822297;0.4021, 0.0971
-0.4008281, 0.19937544;-0.4013, 0.198
0.19917709, 0.30211648;0.1994, 0.3031
0.19990814, -0.20139955;0.2005, -0.2014
0.19656627, 0.29811355;0.1971, 0.2992
-0.4035873, 0.20671195;-0.4041, 0.205
0.20085992, 0.29270774;0.2012, 0.2941
-0.10540268, -0.09984447;-0.1073, -0.1016
0.10219911, -0.29924908;0.1026, -0.2993
-0.10031847, -0.09737973;-0.1021, -0.0988
0.19859804, 0.29616085;0.1988, 0.2975
0.10023154, -0.30424967;0.1009, -0.3043
0.20043348, -0.19740556;0.2014, -0.1982
0.09814916, -0.30094504;0.0981, -0.3011
5.0732994E-4, 0.0027381275;-7.0E-4, 0.0048
0.40068924, 0.09762368;0.4005, 0.0965
-0.4072539, 0.19966984;-0.4072, 0.1989
-0.24537463, 0.25237635;-0.2468, 0.2506
0.101719536, -0.29644915;0.102, -0.2956
0.0034697612, -0.0051312763;0.0021, -0.003
0.3983531, 0.09849944;0.3983, 0.0978
-0.40193087, 0.40390012;-0.4001, 0.4028
-0.10062514, -0.09973702;-0.1027, -0.1011
-0.40015623, 0.39128107;-0.3988, 0.3916
0.19484992, 0.29758027;0.1956, 0.2986
4.2883592E-5, -2.6742273E-4;-9.0E-4, 0.002
-0.10247852, -0.10164495;-0.1043, -0.1032
0.20284982, 0.3001463;0.203, 0.3009
-0.40182897, 0.3973166;-0.3997, 0.3977
0.10461207, -0.3045089;0.1055, -0.3053
-0.39746344, 0.19871184;-0.3987, 0.1974
-0.4017874, 0.39905345;-0.3999, 0.3993
-0.09640564, -0.09543949;-0.0983, -0.0972
0.20119098, 0.29570544;0.2011, 0.297
0.40184018, 0.106008254;0.4017, 0.106
0.39805895, 0.10063495;0.3979, 0.1003
0.20133972, -0.2005305;0.2018, -0.2005
0.10071722, -0.30055574;0.101, -0.3006
0.20168467, -0.2038819;0.202, -0.2037
0.20751368, -0.19723578;0.2071, -0.1976
-0.39528075, 0.20199297;-0.3961, 0.2013
-0.30220824, -0.2929592;-0.302, -0.2935
-0.09749415, -0.09830059;-0.0994, -0.0999
-0.3013246, -0.30386633;-0.3014, -0.304
0.20090762, -0.20407762;0.2012, -0.2039
0.09139183, -0.30344793;0.0915, -0.303
-0.4024462, 0.39876655;-0.4004, 0.3992
-0.39490518, 0.3987277;-0.3937, 0.3986
0.20473514, 0.29592425;0.2043, 0.2973
0.10258754, -0.29938236;0.103, -0.2994
-0.30347964, -0.30460528;-0.304, -0.3051
0.20153937, 0.29718775;0.2014, 0.2983
0.39174217, 0.09674127;0.3909, 0.0956
-0.3016501, -0.29945204;-0.3012, -0.3
0.20349227, 0.30064863;0.2037, 0.3015
0.20208527, -0.19805169;0.2028, -0.1985
4.5149744E-4, 0.002275232;-8.0E-4, 0.0043
-0.24829021, 0.24987635;-0.2495, 0.2482
-0.3076582, -0.2994455;-0.3079, -0.3003
0.09898636, -0.29772913;0.099, -0.2972
-0.251758, 0.24725774;-0.2523, 0.2458
0.39858752, 0.09596943;0.3987, 0.0955
0.19732548, 0.29923338;0.1978, 0.3001
-0.0032120915, 0.004224545;-0.0044, 0.007
-0.29567242, -0.30193043;-0.2951, -0.3019
-0.25133616, 0.24508703;-0.2518, 0.2435
-0.24773988, 0.25768587;-0.2496, 0.2571
-0.39666116, 0.39596736;-0.396, 0.3962
0.40116337, 0.09978886;0.4012, 0.0991
-0.004900371, -0.0067968867;-0.0057, -0.0044
-0.096383706, -0.098979175;-0.098, -0.1006
0.204084, -0.1988914;0.2044, -0.199
0.20026816, 0.29789764;0.2001, 0.2989
0.20163192, -0.20209624;0.202, -0.2018
-0.2943493, -0.30032465;-0.294, -0.3007
0.10204353, -0.29866096;0.1024, -0.2986
0.002525625, 5.4862227E-5;0.0015, 0.002
-0.29946873, -0.29990825;-0.2988, -0.3003
-0.24855928, 0.24715075;-0.2498, 0.2456
0.19367328, 0.2994107;0.1945, 0.3004
0.19629562, 0.30038837;0.1967, 0.3013
-0.39964327, 0.19967061;-0.4003, 0.1984
-0.09718583, -0.09447879;-0.0992, -0.0966
0.09787999, -0.3044088;0.0981, -0.3044
-0.10297835, -0.09744998;-0.1049, -0.099
-0.10109374, -0.10106781;-0.1031, -0.1027
-0.1028503, -0.10002104;-0.1049, -0.1015
0.19928691, -0.1969686;0.2001, -0.1978
-0.40002877, 0.20536149;-0.4003, 0.2037
0.0026449857, 6.607434E-4;0.0015, 0.003
-0.40340385, 0.20349506;-0.4039, 0.2023
-0.29467613, -0.3057993;-0.2944, -0.305
0.39967754, 0.10034955;0.3992, 0.0996
-0.10522977, -0.10584693;-0.1073, -0.1078
-0.29599446, -0.30453742;-0.2956, -0.304
-0.24881692, 0.25339085;-0.2498, 0.2518
0.106131226, -0.30189723;0.1071, -0.3024
0.20056249, 0.30426568;0.2007, 0.3048
-0.25339222, 0.25065693;-0.254, 0.2489
0.099719435, -0.3002648;0.0998, -0.3003
0.40643984, 0.10033617;0.406, 0.0997
-0.0016925385, 0.004815975;-0.0027, 0.008
-0.09915353, -0.09559301;-0.1016, -0.0972
0.1953925, -0.20061004;0.1969, -0.2019
-0.10088457, -0.10003791;-0.103, -0.1014
0.0032465344, -0.00427334;0.002, -0.0024
-0.40466255, 0.39774036;-0.4021, 0.3982
-0.30288672, -0.30142;-0.3028, -0.3019
-0.2501668, 0.25017032;-0.2509, 0.2487
7.13305E-4, -0.0037699312;-3.0E-4, -0.0017
-0.40532714, 0.19970734;-0.4054, 0.1988
-0.24562849, 0.24939178;-0.2471, 0.2475
0.20103745, 0.29868704;0.2008, 0.2996
-0.39837328, 0.19831271;-0.3993, 0.1971
-0.4035112, 0.19664165;-0.4032, 0.1955
0.4006924, 0.10165896;0.4003, 0.1013
-0.102122895, -0.10032015;-0.1043, -0.1018
-0.24934198, 0.24720232;-0.2506, 0.246
-0.25003505, 0.2500745;-0.2507, 0.2486
0.0038055098, -0.0021715725;0.003, -5.0E-4
0.10066437, -0.29622275;0.1008, -0.2954
0.39707607, 0.0997014;0.3969, 0.099
-0.10497728, -0.10116041;-0.1069, -0.1029
-0.39738593, 0.40179896;-0.3966, 0.4014
-0.25415078, 0.25084552;-0.2548, 0.2493
-0.40225238, 0.39909312;-0.4002, 0.3993
-0.24829686, 0.24760194;-0.2498, 0.2462
-0.40318984, 0.20083074;-0.4036, 0.1996
-0.4057725, 0.3998079;-0.4032, 0.4002
-0.29929784, -0.2977271;-0.2986, -0.2989
0.3982223, 0.10011746;0.398, 0.0995
-0.09773477, -0.10143908;-0.0994, -0.1031
-0.25094694, 0.2519096;-0.2515, 0.2503
0.19373022, 0.30013308;0.1945, 0.3014
-0.24891289, 0.24719876;-0.2502, 0.2459
-0.30229577, -0.29633853;-0.3024, -0.2971
0.10447272, -0.30041146;0.1049, -0.3005
-0.09213471, -0.102880135;-0.0949, -0.1047
-0.30151156, -0.29609284;-0.3014, -0.2971
0.2037873, -0.19892071;0.2042, -0.199
-0.10246827, -0.09656817;-0.1044, -0.0981
0.39786008, 0.10180416;0.3976, 0.1012
-0.09835432, -0.09894072;-0.1004, -0.1004
0.1968013, 0.29963386;0.1974, 0.3005
-0.40387598, 0.40642658;-0.4021, 0.4051
0.39325115, 0.09906005;0.3928, 0.0984
0.3992505, 0.10185558;0.3988, 0.1012
-0.10409882, -0.10032666;-0.106, -0.1019
-0.24970835, 0.2521902;-0.2507, 0.2506
-0.30198425, -0.2999518;-0.3015, -0.3008
-0.10483948, -0.09601206;-0.1066, -0.0978
0.0990551, -0.29890078;0.0991, -0.2987
0.10128602, -0.29947445;0.1015, -0.2993
0.39918372, 0.10586768;0.399, 0.106
0.10176533, -0.3022164;0.102, -0.3026
-0.2534828, 0.25309616;-0.2544, 0.2521
0.39862752, 0.102073446;0.3982, 0.1014
-0.24995919, 0.2573446;-0.2516, 0.2567
-0.25825506, 0.2552879;-0.2599, 0.2554
0.10568654, -0.30075756;0.1064, -0.301
0.39980376, 0.10297893;0.3996, 0.1025
0.20206986, -0.20151743;0.2026, -0.2013
0.20297238, 0.30127615;0.2032, 0.3023
0.4049775, 0.10500762;0.4047, 0.1044
0.19605106, 0.29682922;0.1968, 0.298
-0.40152642, 0.20607565;-0.4021, 0.2045
-0.24827282, 0.25307885;-0.2495, 0.2515
-0.29484162, -0.30133608;-0.2943, -0.3015
0.20236863, 0.3023094;0.2024, 0.3031
0.19883648, -0.20183353;0.1996, -0.2018
0.19647193, 0.29776627;0.197, 0.2988
9.397139E-4, 9.044898E-4;-3.0E-4, 0.0028
-0.40402526, 0.19913323;-0.4042, 0.1982
0.09726764, -0.2979965;0.097, -0.2974
-0.24675342, 0.24680029;-0.2481, 0.2452
-0.3988676, 0.20217854;-0.3994, 0.2014
0.0028951555, 0.001192885;0.0017, 0.0033
-0.1004447, -0.09898283;-0.1024, -0.1006
0.09655344, -0.2923851;0.0968, -0.2918
0.20359363, -0.20343412;0.2041, -0.2031
0.19855346, 0.30221558;0.1989, 0.3031
0.100534745, -0.2961533;0.1007, -0.2953
-0.3023443, -0.2996974;-0.302, -0.3004
0.20321809, -0.20265381;0.2039, -0.2021
0.19533737, 0.29206288;0.1958, 0.2935
-0.2969687, -0.30155027;-0.2961, -0.3017
-0.39327794, 0.3994101;-0.3922, 0.3991
0.10437779, -0.29810274;0.1048, -0.2977
-0.2993385, -0.2980731;-0.2987, -0.2992
-0.39809805, 0.20228009;-0.3987, 0.2014
-0.24985398, 0.24647567;-0.2507, 0.2448
0.20032124, -0.19990139;0.201, -0.2002
-0.40518582, 0.20612027;-0.4051, 0.2046
-0.40260586, 0.39900142;-0.4005, 0.3993
-0.0012105732, -0.0016715856;-0.0022, 0.0
-0.10118704, -0.096684866;-0.1031, -0.0979
0.40079284, 0.101778746;0.4004, 0.1015
0.40198386, 0.09382073;0.4022, 0.0929
-0.098177984, -0.09759588;-0.1003, -0.0992
0.19866481, 0.29436365;0.1986, 0.2959
0.20111427, -0.20029175;0.2018, -0.2003
-0.10186063, -0.102436244;-0.1039, -0.1045
0.093914084, -0.30271423;0.0938, -0.3022
-0.39673272, 0.40033615;-0.3958, 0.4003
-0.29343784, -0.30193514;-0.2932, -0.3019
-0.24646553, 0.24988808;-0.2483, 0.248
0.098609746, -0.30083287;0.0985, -0.301
-0.25031024, 0.25266767;-0.251, 0.2511
-0.10268301, -0.100736655;-0.1047, -0.1022
0.40275034, 0.10170696;0.4028, 0.1013
0.20000786, 0.29330012;0.2004, 0.2946
0.19833991, 0.2982525;0.1985, 0.2992
-0.39414227, 0.39836976;-0.393, 0.398
-0.39987367, 0.39877123;-0.3988, 0.3988
0.10154062, -0.29749727;0.1017, -0.2967
-0.3050246, -0.2969738;-0.3054, -0.2978
0.40180808, 0.09532279;0.4019, 0.0943
0.19281547, 0.3044278;0.1931, 0.3055
-0.10121253, -0.10152562;-0.1032, -0.1031
-0.25182873, 0.2552548;-0.253, 0.2546
0.39967245, 0.104583964;0.3997, 0.1043
-0.25376397, 0.24724002;-0.254, 0.2456
0.10053683, -0.29647243;0.1006, -0.2957
-0.1000167, -0.10229947;-0.1022, -0.1043
-0.29669157, -0.29926845;-0.2959, -0.3003
0.0010319764, -0.0018251992;0.0, -2.0E-4
0.20240778, -0.1970079;0.2031, -0.1978
0.19827671, 0.2971976;0.1987, 0.2981
0.4025638, 0.10285232;0.4025, 0.1026
-0.2986529, -0.3011017;-0.2977, -0.3014
0.39760712, 0.10487098;0.397, 0.1045
-0.29289293, -0.30251348;-0.2929, -0.3025
0.398536, 0.0922738;0.3986, 0.0911
0.20150203, 0.2940004;0.2017, 0.2953
0.19934992, 0.29773155;0.1995, 0.2986
-0.4039324, 0.40273464;-0.4017, 0.4022
-0.29806873, -0.3037702;-0.2971, -0.3036
0.10127465, -0.29623735;0.1016, -0.2954
-0.005106374, 0.0026916247;-0.0063, 0.0053
0.3939669, 0.104043834;0.3938, 0.1038
0.0044550467, -0.00295272;0.0033, -0.0011
-0.24880634, 0.25164318;-0.2501, 0.2501
0.39955834, 0.10096892;0.399, 0.1005
0.20949702, -0.2024876;0.209, -0.2023
0.20217961, -0.20007052;0.2027, -0.2
-0.40930274, 0.19486465;-0.4087, 0.1943
-0.39647323, 0.19977556;-0.3975, 0.199
-0.24828312, 0.24893962;-0.2494, 0.2475
0.0022653213, -0.0026044725;0.001, -0.001
-0.09724597, -0.10182319;-0.0991, -0.1037
0.40492588, 0.10109823;0.405, 0.1005
-0.30698448, -0.30078104;-0.3073, -0.3018
0.19581199, 0.29597476;0.1966, 0.297
0.19517104, -0.20290421;0.1964, -0.2036
3.1929582E-4, -2.9324507E-4;-9.0E-4, 0.002
0.20246556, -0.19623439;0.2033, -0.197
-0.39958045, 0.19774315;-0.4004, 0.196
-3.388451E-4, -0.0027755105;-0.0015, -8.0E-4
0.2008431, 0.30452457;0.2009, 0.3051
-0.39731234, 0.19826682;-0.3987, 0.197
0.20264241, 0.3020765;0.2028, 0.3029
-0.40000278, 0.19675276;-0.4009, 0.1954
-0.24580559, 0.24822503;-0.2474, 0.2464
0.40794718, 0.09971553;0.407, 0.0994
-0.24761893, 0.2513014;-0.2492, 0.2495
0.19379185, 0.29789782;0.1948, 0.2987
0.0033916242, 0.0033842034;0.0026, 0.0055
-0.24491096, 0.24798185;-0.2466, 0.2462
-0.30313277, -0.29562595;-0.3032, -0.2964
0.39752674, 0.09837494;0.3976, 0.0978
-0.1021087, -0.09526915;-0.1038, -0.0965
0.20033896, 0.29864296;0.2002, 0.2997
0.2028361, -0.2019518;0.2035, -0.2016
-0.29908052, -0.30225363;-0.2986, -0.3023
-0.0018920162, -3.3991976E-4;-0.0027, 0.0017
-0.30344924, -0.30153063;-0.3038, -0.3022
-0.2988113, -0.30385277;-0.2981, -0.3039
0.20571384, 0.29986665;0.2064, 0.301
0.1054114, -0.29842716;0.1061, -0.298
0.3981423, 0.09545425;0.3982, 0.095
0.0035787553, 0.0019064295;0.0025, 0.0043
-0.09847123, -0.09464349;-0.1009, -0.0963
-0.40310293, 0.40312892;-0.4011, 0.4024
0.20212613, 0.29676056;0.2021, 0.2979
0.09903406, -0.30243328;0.0993, -0.3022
-0.24502562, 0.24416983;-0.2463, 0.2422
0.20144719, 0.299833;0.2013, 0.3003
0.19767961, -0.19330606;0.199, -0.1937
-4.5474214E-4, 0.0013541271;-0.0016, 0.0035
-0.10500377, -0.104394384;-0.1071, -0.1065
0.3980489, 0.098476745;0.398, 0.098
-0.25093007, 0.25169572;-0.2515, 0.2499
-0.40065628, 0.19947158;-0.4013, 0.198
-0.40529794, 0.4001887;-0.4028, 0.4002
-0.09910322, -0.09911295;-0.1011, -0.1005
-0.3979525, 0.20103775;-0.3987, 0.2
-0.09530815, -0.10739061;-0.097, -0.1097
0.3965923, 0.10245121;0.3963, 0.1021
-0.4019275, 0.19857101;-0.4023, 0.1972
-0.09926494, -0.09592937;-0.1015, -0.0975
-0.29521322, -0.30348822;-0.2952, -0.3032
-0.0016882463, 0.0015867114;-0.0026, 0.0037
0.19705641, -0.19845693;0.1989, -0.1993
-0.29828817, -0.3066962;-0.298, -0.3063
-0.2460133, 0.24939665;-0.2477, 0.2475
-0.30097422, -0.29860297;-0.3007, -0.2995
-0.40325683, 0.39829192;-0.401, 0.3986
-0.0025832967, 9.235689E-4;-0.0034, 0.003
6.861368E-4, 0.0027207576;-5.0E-4, 0.0048
-2.2017772E-4, 0.0018205576;-0.0014, 0.0039
0.20487268, 0.30052987;0.2048, 0.3017
-0.24997638, 0.25067994;-0.251, 0.2491
-0.095401645, -0.09681651;-0.0974, -0.0986
-0.40063894, 0.39730746;-0.399, 0.3978
0.20392752, -0.19885959;0.2044, -0.199
-0.004550262, -0.0027513355;-0.0053, -9.0E-4
0.19805287, -0.1983935;0.1995, -0.1993
-6.601094E-4, -0.0050186547;-0.0013, -0.0029
-0.098773725, -0.097420156;-0.1008, -0.0989
0.00501668, -0.001707118;0.004, 2.0E-4
-0.0028868853, 0.003234887;-0.0043, 0.0058
0.0020573165, 0.0034344324;0.0011, 0.0055
-0.40159696, 0.4019798;-0.3998, 0.4015
0.20153242, 0.29618934;0.2015, 0.2974
-0.24888656, 0.2476767;-0.2503, 0.2463
0.40153834, 0.09827942;0.4016, 0.0974
-0.2503252, 0.2509734;-0.2511, 0.2493
0.10080952, -0.30342555;0.1012, -0.3034
0.4003389, 0.100105524;0.3998, 0.0995
0.20439354, -0.19858408;0.2047, -0.1989
-0.39510852, 0.40204406;-0.3946, 0.4014
-0.24854355, 0.2583535;-0.2503, 0.2574
0.395609, 0.10022868;0.3954, 0.0998
8.1388763E-4, -0.0026566044;-1.0E-4, -8.0E-4
-0.40296537, 0.19565842;-0.4028, 0.1946
-0.3981763, 0.4090557;-0.3977, 0.4064
-0.2582282, 0.24921681;-0.259, 0.2479
0.09675054, -0.29761598;0.0966, -0.2971
-0.39715934, 0.39940023;-0.3961, 0.3995
-0.40593016, 0.19734071;-0.4056, 0.1964
-0.0038937107, 0.0012023179;-0.0051, 0.0035
0.09913921, -0.3046168;0.0999, -0.3047
-0.40195486, 0.40057114;-0.4001, 0.4004
-0.09880345, -0.09902604;-0.1007, -0.1005
5.279742E-4, -0.0019336286;-5.0E-4, -3.0E-4
0.40049237, 0.1015889;0.4002, 0.1013
0.10569209, -0.3009326;0.1065, -0.3011
0.20040034, -0.20217782;0.2009, -0.2019
5.332598E-4, 0.003697609;-6.0E-4, 0.0063
0.3986561, 0.09251694;0.3987, 0.0912
0.19537775, -0.19578691;0.1972, -0.1964
-0.30172795, -0.29729867;-0.3016, -0.2983
-0.39858192, 0.2026508;-0.3991, 0.2017
-0.3001282, -0.29633316;-0.2997, -0.2971
0.20331748, 0.29821834;0.2034, 0.2993
0.3997405, 0.103053495;0.3994, 0.1027
0.105671234, -0.30040425;0.1063, -0.3005
0.20153348, -0.20008494;0.2023, -0.2001
0.19656195, 0.2961211;0.1971, 0.2973
0.0953592, -0.30205846;0.0951, -0.3017
0.39127558, 0.10313711;0.3906, 0.1025
0.3981106, 0.10480473;0.3977, 0.1046
0.10064796, -0.30021635;0.1009, -0.3002
0.19217885, -0.2009883;0.1938, -0.2019
-0.10758718, -0.09318667;-0.109, -0.095
0.19621375, 0.30216554;0.1966, 0.3032
-0.39817953, 0.2016231;-0.3989, 0.2004
-0.25426862, 0.2539464;-0.2557, 0.2535
0.19918722, -0.19551131;0.2002, -0.1964
0.19773105, 0.30000833;0.1979, 0.3009
-0.29949692, -0.29511416;-0.2988, -0.2958
-0.24715774, 0.25613725;-0.249, 0.2548
-0.2964152, -0.29511303;-0.296, -0.296
-0.25201413, 0.25291058;-0.2527, 0.2518
-0.39844996, 0.19883761;-0.3993, 0.1974
-0.3996009, 0.39511123;-0.3983, 0.3957
