0.19821587, 0.29940185;0.1985, 0.3003
0.19705607, 0.300503;0.1975, 0.3013
0.09620591, -0.29836348;0.0961, -0.298
-0.0017366466, -5.9412984E-4;-0.0026, 0.0014
0.19981892, 0.3001272;0.1998, 0.3007
-0.29617995, -0.30103981;-0.2954, -0.3011
0.19538854, -0.20115067;0.1968, -0.2023
0.4082463, 0.09973825;0.4071, 0.0996
0.19945154, 0.2993827;0.1997, 0.3002
-0.3026348, -0.3026515;-0.3027, -0.303
-0.25754583, 0.25003204;-0.2583, 0.2489
0.0032488736, 0.0016407631;0.0024, 0.0039
0.10503639, -0.30430707;0.1061, -0.3049
-0.2998623, -0.29514474;-0.2995, -0.2959
-5.025654E-4, -1.3805153E-4;-0.0016, 0.002
0.0032168035, 0.0036713656;0.0024, 0.006
-0.3040424, -0.2953741;-0.3041, -0.2958
-2.9145324E-4, -5.5141316E-4;-0.0013, 0.0016
-0.24903284, 0.2540174;-0.25, 0.2528
-0.09935232, -0.098312594;-0.1013, -0.1
0.19849116, -0.19616805;0.1996, -0.1969
-0.39669994, 0.20489661;-0.3975, 0.2037
-0.10458215, -0.095604636;-0.1063, -0.0973
-0.39673072, 0.201327;-0.3976, 0.2004
-0.40043148, 0.20242146;-0.4009, 0.2013
-0.4036251, 0.20375147;-0.4042, 0.2025
0.39218128, 0.09757697;0.3912, 0.0964
-0.39807823, 0.20077246;-0.399, 0.1997
-0.24921398, 0.2510032;-0.2503, 0.2494
-0.24320269, 0.253321;-0.2448, 0.2515
0.09824482, -0.30196288;0.0981, -0.3018
0.1987404, 0.30475673;0.1987, 0.3057
-0.24494955, 0.2498635;-0.2467, 0.2481
-0.39940435, 0.19595377;-0.4003, 0.1944
0.100394845, -0.2986159;0.1006, -0.2983
-0.29634994, -0.2959138;-0.2959, -0.2972
0.10303408, -0.29765314;0.1034, -0.2971
-0.4030762, 0.39994916;-0.4009, 0.4001
0.19912314, 0.29362506;0.1989, 0.2953
-0.29937625, -0.3032091;-0.2989, -0.3033
-0.4011792, 0.39743644;-0.3993, 0.3978
0.40174344, 0.09908808;0.4019, 0.0982
-0.2553154, 0.25118524;-0.2561, 0.2499
-0.40396166, 0.39863494;-0.4014, 0.3989
-0.29755923, -0.3018513;-0.2967, -0.302
0.3981381, 0.099343084;0.3979, 0.0986
0.10955337, -0.30067065;0.1104, -0.3003
0.10468795, -0.29808062;0.1051, -0.2976
0.20439985, -0.19698675;0.2049, -0.1975
0.095730454, -0.30465615;0.0957, -0.3041
0.2020878, 0.30521294;0.2022, 0.3058
0.09934894, -0.30401424;0.0998, -0.304
-0.30425698, -0.30429232;-0.305, -0.3047
0.1998722, -0.20134644;0.2004, -0.2014
0.20507286, 0.29862276;0.2049, 0.2995
0.2023204, -0.20228471;0.2028, -0.2021
-0.3997901, 0.39971766;-0.3986, 0.3998
-0.29891998, -0.304927;-0.2985, -0.3047
-0.250666, 0.25177845;-0.2513, 0.25
0.20545712, -0.2058623;0.2056, -0.2054
0.10203442, -0.30183047;0.1024, -0.3022
0.102854736, -0.30209628;0.1031, -0.3024
0.19841544, -0.19476292;0.1995, -0.1955
-0.0017519257, 0.0046255286;-0.0029, 0.0075
-0.2997475, -0.3034302;-0.2993, -0.3033
-0.30281782, -0.3004297;-0.3026, -0.3012
-0.29681817, -0.2948034;-0.2963, -0.2957
0.008315695, 6.754197E-5;0.0076, 0.0022
-0.29730076, -0.29978985;-0.2963, -0.3004
-0.0025262726, 0.0011516213;-0.0033, 0.0032
-0.097725265, -0.1006797;-0.0993, -0.1023
0.002905137, 1.6070667E-4;0.0019, 0.0021
0.39924392, 0.09465479;0.3993, 0.0937
0.19925202, -0.20003617;0.2002, -0.2004
0.3992629, 0.091183454;0.3993, 0.0899
-0.40121412, 0.4039288;-0.3995, 0.4027
-0.39872107, 0.20343809;-0.3994, 0.2022
0.09664284, -0.30258742;0.0965, -0.3021
0.19347689, -0.19910316;0.1947, -0.2
-0.09984743, -0.100301415;-0.102, -0.1017
-0.302269, -0.29828122;-0.3023, -0.2991
0.0032667536, 2.7821868E-4;0.0024, 0.0023
0.09064794, -0.29373243;0.0904, -0.2935
0.20373546, 0.30274066;0.2039, 0.3034
-0.005941255, -0.0059522972;-0.0069, -0.0036
-0.09908601, -0.101332285;-0.1012, -0.1032
-0.24997963, 0.24731196;-0.2508, 0.2463
0.40090075, 0.101004645;0.4006, 0.1005
-0.24710092, 0.24870048;-0.2486, 0.2472
0.09711344, -0.3007782;0.0969, -0.3009
-0.002215507, 0.002730401;-0.0034, 0.0053
-0.40251967, 0.39815792;-0.4004, 0.3986
0.20811385, -0.19870958;0.2073, -0.1992
4.2509843E-4, -0.0018047276;-7.0E-4, -1.0E-4
-0.2530894, 0.2551625;-0.2544, 0.2548
0.19988848, 0.30169407;0.1998, 0.3026
-0.30163062, -0.3059983;-0.302, -0.3065
0.20267242, 0.300792;0.2029, 0.3018
-0.39896104, 0.20716332;-0.3992, 0.2055
-0.25133258, 0.2508641;-0.2518, 0.249
0.09612617, -0.29783717;0.096, -0.2974
0.09695422, -0.29838154;0.0967, -0.2979
0.40095234, 0.095752254;0.4011, 0.095
-0.40001976, 0.39934632;-0.3988, 0.3995
-0.39706695, 0.2042048;-0.3975, 0.2031
0.19640492, -0.20258269;0.1974, -0.2031
0.09996658, -0.29726875;0.1002, -0.2966
0.401526, 0.09728331;0.4015, 0.0963
-0.4042845, 0.19542566;-0.4038, 0.1943
0.40309888, 0.09851193;0.4032, 0.0976
0.09433179, -0.29509556;0.094, -0.2946
-0.29833737, -0.2975455;-0.2974, -0.2988
-0.005468453, 0.0046587484;-0.0068, 0.0077
-0.003051539, -3.7663465E-4;-0.0036, 0.0018
3.63531E-4, 0.0018941303;-9.0E-4, 0.0039
-0.40097865, 0.20487325;-0.4015, 0.2034
-0.10078682, -0.097772196;-0.1026, -0.0995
0.40577924, 0.103272036;0.4056, 0.1027
0.20310354, 0.29913557;0.2032, 0.3
-0.30035532, -0.2982594;-0.2996, -0.2992
0.20047186, 0.29433352;0.2006, 0.2958
0.39818537, 0.10061229;0.3979, 0.1001
0.20203425, 0.30143923;0.2023, 0.3026
-0.2968464, -0.29570976;-0.2964, -0.2968
-0.30398542, -0.3031174;-0.3046, -0.3037
-0.09482422, -0.09654516;-0.0969, -0.0981
-0.4029481, 0.40773368;-0.4014, 0.406
0.19896936, 0.30085567;0.1991, 0.3014
-0.29825476, -0.30142176;-0.2975, -0.3015
0.39623156, 0.10244266;0.3959, 0.1021
0.1997347, -0.20367405;0.2001, -0.2037
0.20161736, -0.19962144;0.2024, -0.1998
-0.3966241, 0.40019652;-0.3957, 0.4002
0.100890264, -0.29920292;0.1009, -0.2991
-0.2548371, 0.25318515;-0.2563, 0.2526
-0.3980923, 0.4003204;-0.3971, 0.4003
-0.40213585, 0.39801937;-0.4001, 0.3983
-0.24637155, 0.2566325;-0.2483, 0.2554
-0.24969709, 0.25093123;-0.2506, 0.2494
-0.4054901, 0.39863417;-0.4029, 0.3989
0.20037366, -0.2077333;0.2003, -0.2074
-0.39361513, 0.20315975;-0.3946, 0.2019
-0.3015767, -0.3007226;-0.301, -0.3012
-0.10222793, -0.1017821;-0.1042, -0.1033
0.20609097, 0.30125463;0.2066, 0.3022
0.0020764226, -0.0032693848;9.0E-4, -0.0014
-0.29624838, -0.29552343;-0.2958, -0.2967
0.09772759, -0.29943505;0.0978, -0.2991
-0.2999261, -0.29776794;-0.2992, -0.2989
0.20054676, -0.19854614;0.2014, -0.1992
-0.24782474, 0.25189304;-0.2494, 0.2505
-0.2569655, 0.24903244;-0.2577, 0.2479
-6.6213845E-4, -0.0038142034;-0.0017, -0.0015
0.1969392, -0.20259532;0.1978, -0.2031
-0.39251497, 0.1990044;-0.3933, 0.1981
-0.39715546, 0.39937785;-0.3962, 0.3994
-0.2510948, 0.24942806;-0.2515, 0.2479
-0.3986435, 0.3964084;-0.3976, 0.3969
0.20322591, 0.3035365;0.2032, 0.3045
-0.0020038881, 6.683835E-4;-0.0027, 0.0026
-0.39546546, 0.20082226;-0.3964, 0.1999
0.4025837, 0.10510568;0.4021, 0.1051
-0.40818757, 0.40312213;-0.4059, 0.4027
0.40480828, 0.10161321;0.405, 0.101
0.19697042, -0.1997961;0.1985, -0.2006
-0.0023228955, -0.0012766573;-0.0031, 7.0E-4
-0.300688, -0.2939759;-0.3001, -0.2947
0.19977888, -0.20330471;0.2001, -0.2033
0.10140674, -0.30483148;0.1018, -0.3049
0.100626096, -0.29705215;0.1007, -0.2964
-0.40138876, 0.40219724;-0.3998, 0.4016
-3.6407393E-4, 0.0039579556;-0.0016, 0.0067
-0.10244988, -0.10310387;-0.1044, -0.105
-0.4098795, 0.40240127;-0.4071, 0.4023
-0.2515608, 0.2509793;-0.2521, 0.2491
-0.402031, 0.39993867;-0.4, 0.3999
-0.09741463, -0.09511596;-0.0996, -0.0971
-0.40224364, 0.4021211;-0.4002, 0.4016
-0.003474669, 0.005686512;-0.0048, 0.0086
0.4031813, 0.10301825;0.403, 0.1027
-0.004356858, -8.7386766E-4;-0.0055, 8.0E-4
-0.096612595, -0.10031589;-0.0984, -0.1018
-0.39516878, 0.19890435;-0.3959, 0.198
-0.29701048, -0.3017669;-0.2962, -0.302
-0.4002249, 0.20380872;-0.4006, 0.2026
-0.3048901, -0.30095857;-0.3054, -0.3017
0.104138464, -0.3018808;0.1045, -0.3022
-0.39875004, 0.19833277;-0.3994, 0.1971
0.19973326, 0.3027119;0.1999, 0.3035
-0.2972862, -0.30169988;-0.2964, -0.3018
-0.39857262, 0.40378803;-0.3977, 0.4026
0.20212536, 0.30072805;0.2024, 0.3017
0.09837432, -0.30549312;0.0991, -0.3055
-0.39301065, 0.4011029;-0.3923, 0.4007
-0.39827883, 0.39814764;-0.3973, 0.3982
-0.2506118, 0.25243333;-0.2514, 0.2508
0.1997806, -0.19887751;0.2005, -0.1993
-0.24743071, 0.25014937;-0.249, 0.2484
0.19828841, -0.20178169;0.199, -0.2018
-0.39530516, 0.1926907;-0.3968, 0.1918
-0.40401474, 0.39546096;-0.4016, 0.3955
0.101184845, -0.30811524;0.1015, -0.3081
0.20520759, 0.30256745;0.2054, 0.3032
0.40346336, 0.0948725;0.4032, 0.0939
-0.39856824, 0.39449972;-0.3974, 0.3953
3.3875942E-4, 0.0017842756;-0.001, 0.0037
-0.004558734, 0.0055955797;-0.0059, 0.0085
0.2005045, 0.30059785;0.2003, 0.3014
0.2013106, 0.30002537;0.2011, 0.3007
-0.0010403481, 0.0031314678;-0.0022, 0.0054
0.40176183, 0.09677169;0.4015, 0.0957
0.1014988, -0.30046773;0.1019, -0.3006
0.0011560953, 0.004314264;-1.0E-4, 0.0073
-0.09992369, -0.1039358;-0.1019, -0.106
0.39828667, 0.09393512;0.3984, 0.0931
-0.300575, -0.30051813;-0.3001, -0.3011
-0.25032678, 0.24961446;-0.2511, 0.248
-0.3977513, 0.20092863;-0.3985, 0.2
-0.09481501, -0.10421014;-0.0968, -0.1061
-0.40270242, 0.39553258;-0.4006, 0.3956
0.19601922, -0.19946235;0.1978, -0.2003
0.40294972, 0.10507649;0.4028, 0.105
0.19356602, 0.30150372;0.1942, 0.3029
0.0027116218, 8.362369E-4;0.0017, 0.0031
0.39776948, 0.09750305;0.3976, 0.0965
-0.0074349907, 0.004237137;-0.0088, 0.0071
0.20108417, 0.2968742;0.2009, 0.2981
0.10801426, -0.2990732;0.1092, -0.2987
-0.2478687, 0.24923593;-0.2492, 0.2476
0.10509334, -0.2941785;0.1055, -0.2934
-0.250008, 0.25370702;-0.2511, 0.2525
0.100012414, -0.30215272;0.1002, -0.3021
0.0991927, -0.2969502;0.0993, -0.2963
0.40061113, 0.10073694;0.4003, 0.1001
-0.39837027, 0.40483132;-0.3974, 0.4034
0.20063719, 0.3011525;0.2004, 0.302
-0.09751545, -0.100566626;-0.0992, -0.1022
0.40175703, 0.09560147;0.4019, 0.0946
-0.097703904, -0.10376811;-0.0997, -0.1056
0.20179653, -0.20208704;0.2022, -0.2018
-0.40241933, 0.20107698;-0.4027, 0.2
0.40281227, 0.10722463;0.4026, 0.107
0.40097076, 0.10142775;0.4007, 0.101
0.3992247, 0.09164055;0.3993, 0.0904
-0.4084377, 0.4041603;-0.4062, 0.4038
0.4023828, 0.09803742;0.4023, 0.097
0.20068516, -0.20183156;0.2011, -0.2016
-0.398615, 0.4016689;-0.3972, 0.4013
0.09954402, -0.30432275;0.1001, -0.3043
-0.09725925, -0.10368663;-0.0993, -0.1056
-0.2510621, 0.25097412;-0.2516, 0.2494
-0.29799366, -0.29663557;-0.2969, -0.2978
-0.3016657, -0.3005386;-0.301, -0.3012
0.40265432, 0.105699256;0.4022, 0.1058
0.20213594, 0.30432793;0.2021, 0.3052
-0.24579147, 0.2469505;-0.2471, 0.2454
-0.40293851, 0.19999935;-0.4033, 0.1986
-0.09678675, -0.09403169;-0.0987, -0.096
-0.40605274, 0.19914912;-0.406, 0.1985
0.19773766, 0.2968877;0.1982, 0.298
0.20204361, -0.20317489;0.2026, -0.2029
0.2046835, -0.19773051;0.2051, -0.1982
-0.3987894, 0.39732662;-0.3978, 0.3976
-0.4038088, 0.19899637;-0.4037, 0.198
-0.4023311, 0.19758731;-0.4022, 0.1961
-0.09895543, -0.10038518;-0.1009, -0.1017
0.20435089, -0.19278234;0.2052, -0.1932
0.19757852, -0.19783455;0.1993, -0.1987
-0.29834917, -0.30161119;-0.2976, -0.3016
-0.39895576, 0.2042443;-0.3995, 0.2031
-0.295989, -0.2992133;-0.2954, -0.3001
-0.3013427, -0.30480874;-0.3014, -0.3048
-0.39093196, 0.39515802;-0.3899, 0.3959
0.40051928, 0.09820477;0.4002, 0.0971
0.09925308, -0.29777008;0.0994, -0.2975
0.098218694, -0.3007188;0.0982, -0.3008
-0.29579222, -0.30409208;-0.2955, -0.3036
0.20274535, 0.30355138;0.2027, 0.3043
5.416054E-4, 0.0052338014;-7.0E-4, 0.0083
0.10120775, -0.30341896;0.1015, -0.3035
0.20415148, -0.20482191;0.2045, -0.2047
-0.4049474, 0.20485455;-0.4052, 0.2036
0.10163273, -0.297974;0.1017, -0.2975
-0.24856338, 0.24864464;-0.2498, 0.2472
-0.097633705, -0.09566604;-0.0998, -0.0973
-0.29873008, -0.30082664;-0.2978, -0.3012
-0.29914573, -0.29917783;-0.2984, -0.2998
0.3975648, 0.098787524;0.3976, 0.0983
-0.3938186, 0.39041376;-0.3927, 0.3905
0.40428197, 0.09880432;0.4046, 0.0982
-0.3995674, 0.39566278;-0.3983, 0.3962
-0.39565405, 0.20373961;-0.3966, 0.2026
-0.3033409, -0.30212063;-0.3036, -0.3027
-0.40482873, 0.20065428;-0.4051, 0.1994
0.19897014, -0.2003196;0.1999, -0.2006
0.0020802156, 0.0016411892;0.0012, 0.0037
0.40172127, 0.09975594;0.4019, 0.0989
0.39518213, 0.10437511;0.3947, 0.1044
-0.39843515, 0.39974132;-0.3973, 0.3999
-0.30099726, -0.29438612;-0.3005, -0.2951
-0.29769823, -0.29915595;-0.2968, -0.2998
-0.09996026, -0.09798846;-0.1019, -0.0995
-0.2502299, 0.24851869;-0.2509, 0.2468
-0.29671407, -0.30366492;-0.296, -0.3036
0.40134087, 0.10358396;0.401, 0.1033
0.20163032, 0.3018441;0.2017, 0.303
-0.3001767, -0.29982126;-0.2996, -0.3005
-0.400806, 0.3931475;-0.3995, 0.3936
-0.39618465, 0.40171275;-0.3955, 0.4013
0.19887975, -0.19842269;0.2001, -0.199
-0.2557574, 0.25034535;-0.2565, 0.249
-0.3955915, 0.19985932;-0.3963, 0.1992
-0.40518722, 0.3965861;-0.4025, 0.3971
0.09910752, -0.29697648;0.0992, -0.2964
-0.4024053, 0.39942363;-0.4004, 0.3995
0.19570409, 0.29949182;0.1964, 0.3003
-0.101927936, -0.10189023;-0.1039, -0.1036
-0.29243627, -0.2972742;-0.2924, -0.2986
0.20308161, 0.30327767;0.2031, 0.3041
-0.0054210913, -0.002360217;-0.0063, -3.0E-4
-0.09933266, -0.10208022;-0.1015, -0.1041
-0.09791835, -0.09975602;-0.0999, -0.1012
0.102574505, -0.2952965;0.1029, -0.2944
-1.7512488E-4, -7.2448753E-4;-0.0013, 0.0013
0.10599793, -0.30073044;0.1066, -0.3009
-0.29693788, -0.3010309;-0.296, -0.3013
-0.0042100684, -0.001718381;-0.0052, 1.0E-4
0.20021288, 0.29730812;0.1999, 0.2984
-0.24967654, 0.2503143;-0.2507, 0.2487
0.09712072, -0.2987166;0.097, -0.2986
-0.39739156, 0.40371168;-0.3966, 0.4025
-0.2525584, 0.24815606;-0.2531, 0.2465
-0.3975282, 0.2032686;-0.3982, 0.2021
-0.40136933, 0.40148178;-0.3997, 0.4014
-0.2530929, 0.24797876;-0.2535, 0.2463
-0.24959692, 0.24650154;-0.2506, 0.2448
0.20384972, -0.20030311;0.2044, -0.2002
-0.103308335, -0.10000809;-0.1054, -0.1016
-0.40502086, 0.20175691;-0.4056, 0.2005
-0.39650497, 0.40392888;-0.3959, 0.4027
0.40167326, 0.10192813;0.4014, 0.1016
0.20120822, -0.20119758;0.2017, -0.2011
0.20246401, -0.20483004;0.2027, -0.2047
0.10057434, -0.3010731;0.1007, -0.3013
0.10334446, -0.3016024;0.1037, -0.3019
-0.104044445, -0.098203875;-0.106, -0.1
-0.30010164, -0.30092183;-0.2999, -0.3012
-0.4006397, 0.20025104;-0.401, 0.1991
-0.30144605, -0.29595557;-0.3013, -0.297
-0.40279087, 0.19675818;-0.4025, 0.1954
-0.39872235, 0.19711797;-0.3996, 0.1957
-0.10201812, -0.096234106;-0.1039, -0.0973
-0.40149623, 0.396926;-0.3996, 0.3974
0.20415632, -0.2030822;0.2044, -0.2026
-0.30155534, -0.30550465;-0.3019, -0.3058
0.40088424, 0.09708389;0.4007, 0.0962
-0.0979306, -0.10064331;-0.0995, -0.1023
-0.40289983, 0.20679048;-0.4033, 0.2054
0.09930152, -0.30166852;0.0994, -0.3017
-0.29862958, -0.30239594;-0.2978, -0.3025
-0.39681244, 0.3997148;-0.396, 0.3997
-0.39406332, 0.40757322;-0.3937, 0.405
0.20545886, 0.30046952;0.2058, 0.3016
-0.29743713, -0.3026111;-0.2965, -0.3027
-0.39958185, 0.19884177;-0.4003, 0.1973
0.40113103, 0.09799258;0.4011, 0.0968
0.102279335, -0.30286327;0.1024, -0.3032
-0.39859354, 0.1996422;-0.3993, 0.1985
-0.10821311, -0.10501847;-0.1104, -0.1071
-0.2938698, -0.30023655;-0.2937, -0.3007
-0.24974601, 0.24979627;-0.2507, 0.2484
0.20590101, 0.30466402;0.2065, 0.3059
0.1982894, 0.30008754;0.1985, 0.3008
0.19521788, 0.29939923;0.196, 0.3003
0.39819616, 0.097537786;0.3983, 0.0968
-0.10212929, -0.093746774;-0.1041, -0.0954
-0.40173307, 0.3992171;-0.3998, 0.3994
-0.101648666, -0.09992474;-0.1037, -0.1016
0.39768183, 0.103446476;0.3973, 0.103
-0.097054414, -0.10604729;-0.0989, -0.1082
-0.39962053, 0.19609694;-0.4005, 0.1945
-0.39492968, 0.40283042;-0.3943, 0.402
-0.09894878, -0.101407655;-0.1008, -0.1033
-0.10146557, -0.09368527;-0.1035, -0.0956
0.19963337, -0.19669896;0.2006, -0.1974
0.40048346, 0.095454395;0.4006, 0.0948
-0.0027991165, 0.0025441898;-0.0041, 0.005
0.40010884, 0.097586736;0.4, 0.0965
-0.2971981, -0.30133227;-0.2962, -0.3016
-0.09650496, -0.0991656;-0.0981, -0.1008
-0.40291032, 0.39612123;-0.4007, 0.3964
-0.39841652, 0.39770898;-0.3976, 0.3977
0.40498847, 0.09866642;0.4049, 0.098
-0.25543386, 0.24500817;-0.2562, 0.243
-0.39900455, 0.20511153;-0.3993, 0.2039
-0.24747868, 0.25956202;-0.2493, 0.2582
0.39756054, 0.09696966;0.3974, 0.0963
0.20014228, -0.20095085;0.2008, -0.2011
0.0037386294, -6.063711E-4;0.0027, 0.0015
-0.24988456, 0.24837688;-0.2508, 0.2466
-0.09859202, -0.09799492;-0.1005, -0.0997
-0.2523066, 0.25046802;-0.2528, 0.2488
0.20515238, 0.30006945;0.2053, 0.3012
-0.24934961, 0.2511627;-0.2505, 0.2496
0.20434114, 0.30166656;0.2046, 0.3026
0.095571086, -0.2975148;0.0956, -0.2972
0.09787593, -0.29661924;0.0978, -0.296
-0.39644545, 0.20399497;-0.3973, 0.203
-0.25111964, 0.2466527;-0.252, 0.2452
-1.814581E-5, 9.781057E-4;-0.0011, 0.0031
-0.09770508, -0.10003413;-0.0994, -0.1019
0.0041051614, 8.7582547E-4;0.003, 0.003
0.0025249063, 0.0035699927;0.0018, 0.0057
0.19846551, 0.2989956;0.1987, 0.2999
-9.387116E-4, -3.3162293E-4;-0.002, 0.0017
0.40102527, 0.102330506;0.4009, 0.1023
-0.10287224, -0.099837996;-0.105, -0.1014
0.19773197, 0.29854682;0.1981, 0.2993
-0.39978454, 0.19998063;-0.4005, 0.1988
0.20301884, 0.29812825;0.203, 0.2992
0.19487472, -0.20094998;0.1965, -0.2021
-0.09688417, -0.09385419;-0.0989, -0.0957
0.10267748, -0.29733568;0.1032, -0.2965
-0.40267622, 0.19994894;-0.4029, 0.1985
-0.4006646, 0.20054778;-0.401, 0.1993
-0.0035489176, 0.001728192;-0.0047, 0.0042
-0.40326458, 0.19800991;-0.4031, 0.1967
0.1038691, -0.3006607;0.104, -0.3007
-0.40167138, 0.1946462;-0.4018, 0.1937
-0.39762598, 0.396767;-0.3969, 0.3969
0.1970259, 0.3001195;0.1975, 0.3009
0.20648302, -0.20852663;0.2062, -0.207
0.2000272, -0.19655833;0.201, -0.1972
0.19895408, 0.3006831;0.1992, 0.3014
0.10102205, -0.29775846;0.101, -0.2969
0.005825488, -0.0072364644;0.0047, -0.0044
0.099703416, -0.299174;0.0998, -0.2987
-0.3995871, 0.4022314;-0.3983, 0.4018
-0.096229084, -0.09491141;-0.0981, -0.097
-0.39794594, 0.39732012;-0.3972, 0.3973
-0.29988876, -0.30008203;-0.2993, -0.3005
-0.40028796, 0.19324122;-0.4008, 0.1924
0.40204737, 0.09634804;0.4019, 0.0953
-0.09670431, -0.09976088;-0.0984, -0.1014
-0.39452508, 0.40480718;-0.3942, 0.4034
-0.400623, 0.39315704;-0.3993, 0.3937
0.20034955, -0.20068246;0.2011, -0.2009
0.19844458, -0.20412992;0.1989, -0.2043
-0.099453114, -0.10003399;-0.1016, -0.1014
-0.25562727, 0.24664186;-0.256, 0.2448
-0.39895618, 0.20279168;-0.3995, 0.2016
-0.0011267031, 4.4739657E-4;-0.0024, 0.0026
-0.39966863, 0.20093913;-0.4003, 0.1998
-0.30676293, -0.29578;-0.3075, -0.2965
-0.30003962, -0.29761705;-0.2993, -0.2987
-0.09757854, -0.10068925;-0.0992, -0.1023
0.39937353, 0.10080354;0.3988, 0.1002
0.2001295, 0.2927262;0.2004, 0.2941
9.7405154E-4, -0.0016951542;1.0E-4, 0.0
-0.09354718, -0.100985356;-0.096, -0.1026
-0.40289092, 0.2030086;-0.4032, 0.2019
-0.1026287, -0.10339892;-0.1046, -0.1054
-0.25455713, 0.24532437;-0.2552, 0.2437
-0.4022025, 0.4011803;-0.4001, 0.401
0.19616808, 0.29443562;0.1966, 0.2958
0.40110406, 0.10074212;0.4008, 0.1003
-0.4006201, 0.40832824;-0.3993, 0.4061
0.3965283, 0.1016179;0.3961, 0.1013
-0.39544222, 0.39737713;-0.394, 0.3977
0.4001924, 0.10323952;0.4003, 0.103
0.40286702, 0.09365295;0.4027, 0.0929
-0.39679453, 0.19966011;-0.398, 0.1987
-0.093104735, -0.099034354;-0.0953, -0.1006
-0.39911693, 0.40134665;-0.3979, 0.4009
-0.3022252, -0.303916;-0.3024, -0.3043
4.817764E-4, 7.590427E-4;-7.0E-4, 0.0028
-0.2506079, 0.25418207;-0.2518, 0.2535
-0.09611798, -0.101519465;-0.0981, -0.1032
0.39979684, 0.10133722;0.3992, 0.1007
-0.40642682, 0.19500436;-0.4056, 0.1945
-0.40375918, 0.20206766;-0.4041, 0.2008
0.19995245, -0.20288414;0.2004, -0.2028
0.19585413, 0.29899207;0.1964, 0.2997
0.008288905, 0.0030553467;0.0072, 0.0051
0.20235574, 0.2982344;0.2024, 0.2992
-0.30248135, -0.30334383;-0.3026, -0.3035
0.19555253, -0.1949798;0.1972, -0.1956
-0.24242848, 0.25546515;-0.244, 0.2537
0.0020385874, -0.0032841673;8.0E-4, -0.0014
0.1988107, 0.30261633;0.1991, 0.3034
-0.4048578, 0.19799924;-0.4047, 0.1969
0.20021284, 0.2969506;0.1999, 0.2983
-0.0035482051, -2.7283307E-4;-0.0043, 0.002
0.40454802, 0.09852225;0.4047, 0.0978
4.8979957E-5, 3.2617387E-4;-0.001, 0.0024
0.19726408, 0.30158272;0.1974, 0.3025
0.004373283, 0.0012631196;0.0032, 0.0036
-0.09796552, -0.09757783;-0.1, -0.0992
-0.10709634, -0.09713144;-0.1091, -0.0991
-0.39301443, 0.2016056;-0.3938, 0.2007
0.10710908, -0.29978102;0.1084, -0.2997
0.19675925, 0.29705667;0.1973, 0.2983
0.20355113, -0.201787;0.2042, -0.2014
0.10227794, -0.30037734;0.1027, -0.3003
0.39374113, 0.09863311;0.3934, 0.0978
-0.3002339, -0.29923534;-0.2995, -0.2998
-0.40564018, 0.20370175;-0.4058, 0.2025
-0.24624428, 0.24944435;-0.2481, 0.2477
-0.40113682, 0.19570062;-0.4014, 0.1946
-0.0010757652, 0.001532514;-0.002, 0.0036
0.20160224, 0.3056515;0.2016, 0.3062
0.20517452, -0.20714623;0.2052, -0.2062
-0.1034903, -0.100125;-0.1055, -0.1016
0.09044507, -0.30351084;0.0906, -0.303
-0.09747155, -0.10764187;-0.0993, -0.1099
0.4023557, 0.09769462;0.4023, 0.0968
-0.4008692, 0.20296305;-0.4013, 0.2017
-0.40515372, 0.19907081;-0.4052, 0.1983
-0.0040128315, -5.9407245E-4;-0.005, 0.0013
-0.4050343, 0.39798814;-0.4025, 0.3984
-0.30263475, -0.29943064;-0.3023, -0.3001
-0.4010269, 0.19630013;-0.4013, 0.195
0.20086351, -0.20288207;0.2012, -0.2027
-0.39505416, 0.20112383;-0.396, 0.2003
0.19759116, 0.29582337;0.198, 0.2973
-0.24455708, 0.25405252;-0.2464, 0.2524
-0.29536593, -0.3016533;-0.2947, -0.3017
-0.25246486, 0.2504016;-0.2528, 0.2487
0.19912536, 0.2996038;0.1994, 0.3003
-0.0974369, -0.09773147;-0.0993, -0.0996
-0.39999372, 0.3979482;-0.3988, 0.3981
-0.39751673, 0.4000959;-0.3965, 0.4002
0.4012138, 0.09764529;0.4011, 0.0966
0.19565625, 0.29976007;0.1963, 0.3008
0.20330507, -0.20211868;0.204, -0.2019
0.40452644, 0.10025451;0.4048, 0.0995
0.0013748078, 0.0024304704;4.0E-4, 0.0045
-0.29978597, -0.30192792;-0.2994, -0.3021
-0.10132511, -0.0974839;-0.1032, -0.0991
-0.29834515, -0.29986465;-0.2975, -0.3004
-0.39802685, 0.40180695;-0.397, 0.4016
0.19633506, 0.30196407;0.1966, 0.3029
0.39966628, 0.10419779;0.3998, 0.1039
0.20311154, -0.19510639;0.204, -0.1954
0.09374212, -0.30240157;0.0937, -0.302
0.0025003583, -0.0030367754;0.0011, -0.0012
-0.40436602, 0.39984414;-0.402, 0.4
0.39938205, 0.10084062;0.3988, 0.1003
-0.25014144, 0.2583893;-0.2517, 0.2574
0.4019002, 0.103228174;0.4018, 0.1031
-0.40236002, 0.39745322;-0.4002, 0.3977
0.20390235, 0.29959267;0.2037, 0.3004
-0.40040517, 0.39976543;-0.3989, 0.3997
-0.3997964, 0.20218135;-0.4003, 0.2012
-0.103652656, -0.10105845;-0.1059, -0.1026
